"challengeID","gpa","grit","materialHardship","eviction","layoff","jobTraining"
1,2.6868743544,3.3129477283,0.0983290219881,False,False,False
2,2.7389871901,3.58521142045,0.127240149927,False,False,False
3,2.82484794372,3.41592367654,0.085927521973,False,False,False
4,3.23835268435,3.33356772214,0.0697900886992,False,False,False
5,2.75255874795,3.42169083383,0.0668774558775,False,False,False
6,2.75694454213,3.41427395669,0.10655470866,False,False,False
7,2.61023615818,3.37809764312,0.0365281385281,False,False,False
8,2.85006998285,3.39556708968,0.174391033209,False,False,False
9,2.39839814274,3.74889584729,0.123439965263,False,False,False
10,3.09465631278,3.300047303,0.109746717929,False,False,False
11,2.96808346376,3.5436771786,0.0952899453488,False,False,False
12,3.02624641419,3.26804950521,0.0713973760939,False,False,False
13,2.70620847372,3.67069791855,0.156380152012,False,False,False
14,3.17994020734,3.16101768467,0.176590485397,False,False,False
15,2.80695593758,3.47273122617,0.155733287977,False,False,False
16,2.21800510416,3.438110462,0.126366555162,False,False,False
17,2.70270333538,3.33130667015,0.0535640949959,False,False,False
18,2.27906853247,3.19718413202,0.140373903874,False,False,False
19,2.93854480286,3.26498423801,0.175328615829,False,False,False
20,2.96477306843,3.17164410403,0.0165151515152,False,False,False
21,2.67846756046,3.52545178088,0.201536458491,False,False,False
22,2.91058367096,3.36042642736,0.131726696678,False,False,False
23,2.61334211348,3.33852544845,0.0317294372294,False,False,False
24,3.06331720959,3.53106875872,0.123122359963,False,False,False
25,3.05261806875,3.23774020611,0.105876500614,False,False,False
26,2.76996971112,3.36781728212,0.250540978824,False,False,False
27,2.73089929352,3.5338540961,0.0711659528825,False,False,False
28,2.78774580213,3.35093605775,0.110985365644,False,False,False
29,3.00384414483,3.46534954912,0.140083474864,False,False,False
30,2.85681919313,3.70936353829,0.0803040797586,False,False,False
31,3.13749533364,3.3918467399,0.112884976135,False,False,False
32,2.49281806744,3.40100502582,0.2075143145,False,False,False
33,3.13912177294,3.1282846743,0.0762839256703,False,False,False
34,2.76143722644,3.63199421967,0.0321763085399,False,False,False
35,2.92652728569,3.30372573266,0.181205606915,False,False,False
36,2.91009155278,3.34383870895,0.0777752701844,False,False,False
37,3.12041357702,3.36892118039,0.056318804003,False,False,False
38,2.84446513644,3.37016815616,0.121289669184,False,False,False
39,2.89127106853,3.24430146326,0.113379983653,False,False,False
40,2.88230804326,3.40055813091,0.17293095155,False,False,False
41,3.02089105666,3.36241789228,0.136726223272,False,False,False
42,3.16230968704,3.31052645798,0.0601930846931,False,False,False
43,2.99902531174,3.19688068295,0.228452539884,False,False,False
44,2.65980066622,3.50217998334,0.189027386755,False,False,False
45,2.87092874198,3.58484193282,0.0485837596747,False,False,False
46,3.22185199577,3.76699310248,0.0136738816739,False,False,False
47,3.36184846968,3.3198789677,0.03101998002,False,False,False
48,2.910480742,3.43726579586,0.14367583308,False,False,False
49,2.88389331752,3.31997438964,0.0996603544999,False,False,False
50,2.52533660333,3.45823717579,0.186482154209,False,False,False
51,3.17055704018,3.25202249786,0.0380971250971,False,False,False
52,3.37995717366,3.60441191832,0.00242424242424,False,False,False
53,2.67432437426,3.58533940665,0.0338528138528,False,False,False
54,2.88114590992,3.25331280808,0.0984831955032,False,False,False
55,2.65668781681,3.12862662502,0.260230542037,False,False,False
56,2.9763754671,3.3361326524,0.130783418602,False,False,False
57,2.97334567299,3.15440566159,0.0983413354322,False,False,False
58,3.03483310671,3.61845059919,0.117229106752,False,False,False
59,2.88203595941,3.31664131251,0.0892092352092,False,False,False
60,2.86137812242,3.45231554495,0.0556140122504,False,False,False
61,3.58094922643,3.52153637573,0.0103489944399,False,False,False
62,3.1457766909,3.24554722396,0.0578890737901,False,False,False
63,2.78128339716,3.33115889185,0.1725908435,False,False,False
64,3.66899180531,3.19508708779,0.0684949696768,False,False,False
65,2.56208430295,3.4800454351,0.106355836825,False,False,False
66,3.27412113322,3.73345804614,0.0240121999213,False,False,False
67,2.87959586329,3.55730692589,0.168476316792,False,False,False
68,2.65096577968,3.34152905065,0.113654696314,False,False,False
69,3.05174303182,3.18604431989,0.179357903097,False,False,False
70,3.35064527543,3.02308037656,0.0239969442322,False,False,False
71,2.90821933704,3.37647549048,0.104784646242,False,False,False
72,3.24838855035,3.08325912652,0.252831960968,False,False,False
73,2.7156811376,3.29854767735,0.188327179802,False,False,False
74,2.87375305607,3.42045148635,0.0794203554848,False,False,False
75,2.88463596589,3.35364400872,0.129481013639,False,False,False
76,2.74697336428,3.35322935721,0.145415476383,False,False,False
77,3.13323063184,3.47413445061,0.0441418548771,False,False,False
78,3.15654277571,3.28313713137,0.0514439499894,False,False,False
79,2.74384055739,3.44952777098,0.305153596935,False,False,False
80,2.91030463856,3.20395023742,0.0794637685547,False,False,False
81,2.540739008,3.73317526635,0.0171701631702,False,False,False
82,2.87979393428,3.4777615052,0.106305008123,False,False,False
83,3.02483223503,3.25160261733,0.119152971212,False,False,False
84,2.6956438761,3.70957583815,0.0660688734913,False,False,False
85,2.53361096131,3.43881821795,0.37430044955,False,False,False
86,2.75511786337,3.56684010703,0.131916703024,False,False,False
87,2.86911460452,3.51804537596,0.0173478289387,False,False,False
88,2.99963889977,3.37927742417,0.134778755558,False,False,False
89,3.09588037961,3.33314037256,0.0880538501902,False,False,False
90,2.62706705332,3.49864397673,0.105974272014,False,False,False
91,2.91561387115,3.31287196355,0.0958239417648,False,False,False
92,2.80054044104,3.45054653285,0.153375932742,False,False,False
93,2.69835696439,3.54633763384,0.0132441296078,False,False,False
94,2.55744938585,3.35704901327,0.177087097246,False,False,False
95,2.54578457109,3.41712983078,0.129556237435,False,False,False
96,3.37886547555,3.34292793924,0.0706060606061,False,False,False
97,3.18576106944,3.31385356151,0.055094829413,False,False,False
98,2.6354214092,3.44929256182,0.124521913173,False,False,False
99,2.82938707997,3.34929042708,0.156398173128,False,False,False
100,2.89807163721,3.49748376951,0.0772965483714,False,False,False
101,2.64783142245,3.46211620687,0.0915394504485,False,False,False
102,2.7893679718,3.3349352423,0.106193649785,False,False,False
103,2.95436616333,3.4355963324,0.175420984651,False,False,False
